applicant_id,age,gender,marital_status,education,dependents,employment_status,years_employed,annual_income,credit_score,existing_loans,credit_history_years,loan_amount,loan_term,loan_purpose,interest_rate,property_area,has_cosigner,debt_to_income,total_debt,emi,loan_status
APP100520,21,Female,Married,Bachelor,0,Business,0,61753,612,1,10,114427,120,Auto,10.85,Urban,Yes,0.185,139427,953.56,1
APP100521,44,Male,Married,High School,2,Self-Employed,15,52847,552,0,8,228987,12,Home,11.04,Urban,No,4.333,228987,19082.25,0
APP100522,30,Female,Married,Master,1,Salaried,17,74024,548,1,4,248626,120,Education,9.76,Rural,No,0.336,273626,2071.88,0
APP100523,44,Female,Married,High School,0,Self-Employed,0,55929,659,1,11,98416,36,Home,9.44,Semiurban,No,0.587,123416,2733.78,1
APP100524,28,Male,Divorced,Bachelor,2,Business,10,148570,704,1,9,20293,60,Home,9.33,Semiurban,No,0.027,45293,338.22,1
APP100525,21,Female,Single,High School,1,Self-Employed,11,38930,827,0,10,250390,36,Medical,5.84,Urban,No,2.144,250390,6955.28,0
APP100526,21,Female,Married,High School,1,Salaried,6,33795,676,0,9,196708,60,Auto,9.9,Urban,No,1.164,196708,3278.47,1
APP100527,38,Male,Divorced,Bachelor,3,Salaried,5,18355,549,3,4,182050,120,Home,10.54,Semiurban,No,0.992,257050,1517.08,0
APP100528,41,Male,Married,High School,1,Business,12,57876,663,0,7,223247,24,Auto,8.01,Semiurban,Yes,1.929,223247,9301.96,0
APP100529,27,Male,Single,Bachelor,4,Business,4,105370,780,0,0,55191,60,Auto,7.25,Rural,No,0.105,55191,919.85,1
APP100530,45,Male,Single,Master,1,Self-Employed,6,74743,625,0,5,181295,120,Home,9.15,Semiurban,Yes,0.243,181295,1510.79,1
APP100531,21,Male,Single,High School,0,Salaried,12,49287,769,0,6,127178,120,Auto,7.83,Urban,No,0.258,127178,1059.82,1
APP100532,37,Male,Married,High School,1,Self-Employed,18,46672,694,1,11,198220,120,Home,8.29,Semiurban,No,0.425,223220,1651.83,1
APP100533,23,Female,Married,Bachelor,0,Business,11,41165,731,1,10,213923,60,Auto,8.6,Semiurban,No,1.039,238923,3565.38,1
APP100534,30,Male,Divorced,Bachelor,1,Salaried,8,67799,828,0,4,228124,60,Auto,6.07,Urban,No,0.673,228124,3802.07,1
APP100535,38,Male,Married,Master,2,Salaried,4,71310,533,0,4,197884,36,Education,10.44,Rural,No,0.925,197884,5496.78,0
APP100536,27,Female,Single,High School,1,Self-Employed,1,52977,751,0,14,170054,36,Personal,4.99,Semiurban,No,1.07,170054,4723.72,1
APP100537,33,Male,Married,Master,0,Business,14,89361,672,1,6,172733,36,Home,9.34,Urban,No,0.644,197733,4798.14,1
APP100538,50,Female,Married,Bachelor,1,Salaried,7,43614,604,2,8,179341,36,Auto,10.49,Rural,No,1.371,229341,4981.69,0
APP100539,31,Male,Divorced,Bachelor,0,Self-Employed,14,76722,671,0,11,100055,12,Education,7.56,Rural,Yes,1.304,100055,8337.92,1
APP100540,48,Male,Married,High School,2,Self-Employed,6,45557,815,1,7,120360,60,Education,6.5,Rural,No,0.528,145360,2006.0,1
APP100541,24,Male,Married,Bachelor,2,Self-Employed,4,123728,786,2,7,182186,36,Business,7.67,Rural,No,0.491,232186,5060.72,1
APP100542,44,Female,Married,High School,4,Self-Employed,10,67173,519,0,6,202038,24,Home,10.91,Urban,Yes,1.504,202038,8418.25,0
APP100543,55,Male,Married,High School,0,Self-Employed,7,61845,618,1,5,97920,24,Education,7.71,Rural,Yes,0.792,122920,4080.0,0
APP100544,21,Female,Married,Bachelor,1,Salaried,0,55562,755,1,8,63869,36,Home,7.87,Semiurban,No,0.383,88869,1774.14,1
APP100545,28,Male,Single,Master,1,Salaried,18,15000,678,1,0,15976,120,Home,9.71,Semiurban,No,0.107,40976,133.13,1
APP100546,44,Male,Single,Bachelor,3,Self-Employed,4,47772,678,2,6,49093,60,Medical,7.71,Rural,No,0.206,99093,818.22,1
APP100547,35,Male,Single,Bachelor,1,Salaried,13,43817,554,0,10,106835,60,Auto,11.69,Urban,Yes,0.488,106835,1780.58,1
APP100548,42,Female,Married,Bachelor,0,Self-Employed,13,63750,620,0,10,114270,12,Auto,9.93,Rural,Yes,1.792,114270,9522.5,0
APP100549,30,Female,Single,Bachelor,1,Self-Employed,0,70999,571,1,15,127373,60,Personal,10.47,Semiurban,No,0.359,152373,2122.88,1
APP100550,39,Male,Single,PhD,2,Salaried,1,122242,547,0,12,53598,60,Business,11.64,Semiurban,No,0.088,53598,893.3,1
APP100551,36,Male,Single,Bachelor,2,Self-Employed,6,80194,579,0,10,5000,24,Business,9.92,Semiurban,No,0.031,5000,208.33,1
APP100552,52,Male,Married,High School,3,Salaried,2,62286,605,2,8,160125,240,Home,8.8,Semiurban,Yes,0.129,210125,667.19,1
APP100553,41,Male,Married,High School,0,Salaried,18,36541,619,1,5,160157,120,Home,10.03,Urban,No,0.438,185157,1334.64,1
APP100554,42,Male,Married,Bachelor,4,Salaried,6,66429,612,0,10,199706,240,Auto,10.03,Rural,No,0.15,199706,832.11,1
APP100555,33,Female,Single,Bachelor,0,Unemployed,0,15000,761,0,9,215203,36,Business,4.23,Urban,No,4.782,215203,5977.86,0
APP100556,32,Female,Single,High School,4,Salaried,11,46300,607,0,6,181388,120,Auto,8.68,Rural,No,0.392,181388,1511.57,1
APP100557,32,Male,Married,Master,3,Self-Employed,9,143593,794,0,3,159173,36,Home,5.45,Semiurban,Yes,0.37,159173,4421.47,1
APP100558,42,Male,Single,Bachelor,2,Salaried,8,80094,641,2,7,220080,60,Business,9.7,Rural,No,0.55,270080,3668.0,1
APP100559,32,Female,Single,Bachelor,2,Salaried,15,27014,715,4,13,263924,120,Business,6.18,Urban,No,0.977,363924,2199.37,1
APP100560,41,Female,Single,High School,0,Salaried,3,39999,717,1,8,95865,24,Personal,7.34,Rural,No,1.198,120865,3994.38,0
APP100561,62,Male,Married,High School,0,Business,18,62633,608,0,8,211620,24,Auto,11.78,Semiurban,Yes,1.689,211620,8817.5,0
APP100562,48,Male,Married,PhD,0,Salaried,0,182061,653,2,10,100065,24,Home,9.01,Rural,No,0.275,150065,4169.38,1
APP100563,34,Male,Single,Master,0,Salaried,12,67281,639,2,10,167522,60,Personal,9.35,Urban,No,0.498,217522,2792.03,1
APP100564,52,Male,Single,High School,1,Self-Employed,0,29767,709,3,9,235563,60,Business,7.76,Rural,No,1.583,310563,3926.05,0
APP100565,33,Male,Divorced,High School,0,Salaried,6,49670,669,1,7,128106,60,Home,9.6,Rural,No,0.516,153106,2135.1,1
APP100566,21,Male,Married,Bachelor,3,Salaried,8,72424,620,1,5,73833,60,Education,9.64,Semiurban,No,0.204,98833,1230.55,1
APP100567,25,Female,Married,High School,1,Salaried,5,40708,689,1,13,113263,120,Home,8.0,Urban,No,0.278,138263,943.86,1
APP100568,21,Male,Married,Bachelor,2,Salaried,6,54493,707,0,5,73756,120,Home,8.01,Semiurban,No,0.135,73756,614.63,1
APP100569,33,Male,Married,PhD,2,Self-Employed,0,160747,828,1,15,64062,24,Home,6.77,Urban,No,0.199,89062,2669.25,1
APP100570,38,Male,Married,High School,0,Salaried,2,27062,685,1,8,246525,36,Home,8.7,Semiurban,No,3.037,271525,6847.92,0
APP100571,58,Female,Married,High School,0,Salaried,10,36033,680,1,8,192589,120,Auto,8.46,Rural,No,0.534,217589,1604.91,1
APP100572,41,Female,Married,Master,0,Business,8,91545,714,1,11,92435,36,Home,8.9,Urban,No,0.337,117435,2567.64,1
APP100573,35,Male,Single,High School,2,Business,3,91714,604,1,4,71248,36,Home,9.4,Semiurban,No,0.259,96248,1979.11,1
APP100574,47,Male,Divorced,PhD,1,Business,15,161129,541,1,10,76767,120,Auto,7.98,Semiurban,Yes,0.048,101767,639.72,1
APP100575,21,Female,Married,Bachelor,0,Business,0,50062,655,0,8,92421,60,Business,9.35,Urban,No,0.369,92421,1540.35,1
APP100576,40,Male,Single,PhD,2,Self-Employed,5,68903,765,2,10,242212,60,Home,7.14,Semiurban,No,0.703,292212,4036.87,0
APP100577,47,Male,Divorced,High School,0,Self-Employed,4,89741,778,1,4,141192,36,Medical,5.82,Rural,No,0.524,166192,3922.0,1
APP100578,21,Male,Divorced,High School,2,Self-Employed,11,73147,529,1,4,320529,120,Business,11.15,Semiurban,No,0.438,345529,2671.08,0
APP100579,51,Male,Divorced,Bachelor,1,Business,8,121558,733,0,0,146820,12,Education,8.6,Semiurban,No,1.208,146820,12235.0,0
APP100580,42,Male,Married,Bachelor,2,Self-Employed,7,72367,505,3,5,103948,36,Auto,12.35,Semiurban,Yes,0.479,178948,2887.44,1
APP100581,33,Female,Divorced,High School,3,Salaried,0,68398,716,1,5,224221,120,Auto,9.15,Urban,Yes,0.328,249221,1868.51,1
APP100582,45,Male,Single,PhD,2,Business,13,77795,711,1,4,16388,36,Auto,8.05,Urban,Yes,0.07,41388,455.22,1
APP100583,65,Male,Married,Master,1,Business,6,153707,542,3,7,165075,60,Home,11.01,Urban,No,0.215,240075,2751.25,1
APP100584,40,Female,Married,Bachelor,0,Business,8,73377,760,3,8,53026,60,Home,7.51,Urban,No,0.145,128026,883.77,1
APP100585,40,Male,Single,High School,2,Salaried,3,37644,819,1,10,5000,36,Auto,5.99,Rural,Yes,0.044,30000,138.89,1
APP100586,32,Male,Single,Bachelor,1,Salaried,2,78144,675,0,10,140588,60,Business,8.94,Urban,No,0.36,140588,2343.13,1
APP100587,27,Male,Divorced,Bachelor,0,Salaried,16,56411,691,3,11,216782,60,Home,7.95,Urban,No,0.769,291782,3613.03,1
APP100588,47,Male,Single,Bachelor,2,Salaried,0,49132,798,4,11,167114,36,Medical,5.47,Semiurban,Yes,1.134,267114,4642.06,0
APP100589,27,Male,Married,Master,0,Salaried,1,61907,589,0,9,157498,60,Auto,9.69,Semiurban,No,0.509,157498,2624.97,1
APP100590,38,Male,Single,High School,0,Salaried,16,15000,591,1,8,5000,12,Education,10.7,Urban,No,0.333,30000,416.67,1
APP100591,32,Female,Single,High School,3,Salaried,11,55356,612,1,12,137602,60,Auto,10.41,Urban,No,0.497,162602,2293.37,1
APP100592,43,Female,Married,High School,1,Salaried,6,24383,682,0,11,138384,60,Auto,5.73,Urban,Yes,1.135,138384,2306.4,0
APP100593,42,Female,Single,Master,0,Self-Employed,15,166077,682,0,0,199700,60,Home,7.63,Semiurban,Yes,0.24,199700,3328.33,1
APP100594,50,Male,Married,Bachelor,2,Business,10,79214,635,1,7,65349,120,Education,7.71,Urban,No,0.082,90349,544.58,1
APP100595,31,Male,Married,High School,3,Salaried,9,64915,655,3,0,216372,36,Home,8.4,Semiurban,No,1.111,291372,6010.33,0
APP100596,34,Male,Single,High School,0,Self-Employed,9,15000,636,0,0,109249,36,Auto,8.68,Urban,No,2.428,109249,3034.69,0
APP100597,26,Male,Single,High School,2,Salaried,10,54800,640,3,5,126056,12,Auto,9.35,Urban,No,2.3,201056,10504.67,0
APP100598,32,Female,Married,High School,2,Salaried,11,59299,618,2,7,192235,60,Business,9.83,Rural,Yes,0.648,242235,3203.92,1
APP100599,42,Male,Single,Bachelor,0,Self-Employed,21,111106,619,2,5,54845,36,Auto,11.75,Urban,No,0.165,104845,1523.47,1
APP100600,47,Male,Married,High School,1,Self-Employed,6,18311,519,0,0,215936,60,Business,11.99,Semiurban,Yes,2.359,215936,3598.93,0
APP100601,26,Female,Married,High School,0,Business,7,44553,662,1,11,41628,24,Home,9.4,Urban,Yes,0.467,66628,1734.5,1
APP100602,48,Male,Single,Master,2,Salaried,0,96736,523,0,4,202414,240,Home,10.12,Semiurban,Yes,0.105,202414,843.39,1
APP100603,54,Male,Married,Bachelor,2,Business,7,95566,740,3,10,131162,60,Education,6.87,Urban,No,0.274,206162,2186.03,1
APP100604,42,Female,Single,Bachelor,0,Salaried,19,67333,635,1,4,137698,36,Auto,8.22,Rural,Yes,0.682,162698,3824.94,1
APP100605,60,Female,Single,High School,2,Salaried,13,35694,670,0,5,5000,60,Business,9.2,Semiurban,No,0.028,5000,83.33,1
APP100606,28,Female,Single,High School,2,Salaried,4,69138,650,0,10,102739,60,Auto,9.05,Semiurban,No,0.297,102739,1712.32,1
APP100607,23,Male,Married,Bachelor,0,Business,8,187817,660,1,6,133182,240,Home,8.46,Semiurban,Yes,0.035,158182,554.92,1
APP100608,21,Male,Divorced,High School,2,Salaried,0,43819,781,3,8,273889,60,Business,7.34,Urban,No,1.25,348889,4564.82,0
APP100609,55,Female,Married,High School,0,Salaried,2,49934,571,1,9,147126,36,Personal,10.31,Semiurban,Yes,0.982,172126,4086.83,0
APP100610,45,Male,Single,Master,3,Self-Employed,8,95793,550,1,0,97762,240,Auto,12.33,Urban,No,0.051,122762,407.34,1
APP100611,37,Male,Single,PhD,1,Salaried,5,147362,689,0,10,216692,36,Education,9.54,Urban,Yes,0.49,216692,6019.22,1
APP100612,41,Female,Married,High School,1,Salaried,1,56509,640,2,3,109586,60,Education,8.56,Urban,No,0.388,159586,1826.43,1
APP100613,24,Male,Married,High School,2,Salaried,10,23338,708,1,2,232576,60,Education,8.95,Rural,No,1.993,257576,3876.27,0
APP100614,67,Female,Divorced,PhD,1,Salaried,7,71491,737,3,4,170907,36,Medical,7.37,Semiurban,No,0.797,245907,4747.42,0
APP100615,39,Male,Single,High School,3,Self-Employed,0,29204,591,0,12,78035,240,Business,9.79,Urban,No,0.134,78035,325.15,1
APP100616,39,Male,Single,Bachelor,1,Self-Employed,0,152844,728,1,0,225029,24,Business,7.83,Rural,No,0.736,250029,9376.21,0
APP100617,46,Male,Married,PhD,3,Salaried,4,121412,598,1,11,198082,36,Home,8.45,Urban,No,0.544,223082,5502.28,1
APP100618,43,Female,Married,PhD,1,Salaried,0,72172,685,0,9,221656,24,Home,7.76,Semiurban,No,1.536,221656,9235.67,0
APP100619,40,Male,Married,Bachelor,0,Business,0,64666,581,0,8,135430,120,Business,10.8,Rural,Yes,0.209,135430,1128.58,1
APP100620,28,Male,Married,High School,3,Salaried,14,56091,690,0,9,198090,24,Education,7.91,Urban,No,1.766,198090,8253.75,0
APP100621,43,Female,Divorced,High School,2,Self-Employed,7,69403,678,0,6,303639,12,Business,9.52,Urban,No,4.375,303639,25303.25,0
APP100622,60,Female,Married,Master,2,Salaried,6,103938,591,1,11,163712,12,Home,9.78,Semiurban,No,1.575,188712,13642.67,0
APP100623,54,Female,Divorced,Master,4,Salaried,6,64169,571,0,5,118108,36,Education,10.7,Semiurban,Yes,0.614,118108,3280.78,0
APP100624,57,Male,Divorced,Bachelor,0,Unemployed,0,15000,740,1,0,273516,60,Auto,7.08,Urban,Yes,3.647,298516,4558.6,0
APP100625,31,Male,Married,Master,1,Self-Employed,10,97925,643,1,7,203368,12,Medical,7.61,Urban,No,2.077,228368,16947.33,0
APP100626,26,Female,Single,Bachelor,0,Salaried,7,36593,760,1,12,113961,12,Home,7.19,Urban,No,3.114,138961,9496.75,0
APP100627,36,Female,Single,Bachelor,1,Salaried,3,36837,636,0,10,288810,12,Auto,9.6,Rural,No,7.84,288810,24067.5,0
APP100628,38,Male,Married,Master,2,Salaried,4,91388,784,1,17,53726,60,Home,4.39,Rural,Yes,0.118,78726,895.43,1
APP100629,51,Male,Married,Bachelor,4,Salaried,0,64911,604,0,6,192333,36,Auto,7.45,Urban,No,0.988,192333,5342.58,0
APP100630,21,Female,Married,Bachelor,1,Unemployed,0,15000,797,0,7,241719,60,Medical,5.61,Urban,Yes,3.223,241719,4028.65,0
APP100631,56,Male,Single,High School,2,Business,6,83764,693,1,6,235739,12,Business,9.37,Semiurban,No,2.814,260739,19644.92,0
APP100632,36,Female,Single,Bachelor,3,Salaried,5,97484,711,0,4,78002,120,Business,10.5,Urban,No,0.08,78002,650.02,1
APP100633,32,Male,Married,Bachelor,2,Salaried,8,40602,599,3,5,50755,36,Home,8.2,Rural,Yes,0.417,125755,1409.86,1
APP100634,25,Male,Single,High School,0,Business,7,79543,738,3,2,168360,60,Auto,8.87,Semiurban,No,0.423,243360,2806.0,0
APP100635,21,Male,Single,Master,1,Salaried,9,102348,741,1,0,206379,120,Medical,8.34,Urban,No,0.202,231379,1719.82,1
APP100636,47,Male,Married,Bachelor,4,Self-Employed,13,62636,654,0,5,63763,240,Medical,8.34,Urban,No,0.051,63763,265.68,1
APP100637,38,Male,Married,PhD,4,Self-Employed,11,121049,509,1,8,174142,60,Personal,13.7,Rural,No,0.288,199142,2902.37,1
APP100638,22,Male,Single,High School,1,Self-Employed,13,44382,590,1,11,33401,36,Education,10.67,Urban,No,0.251,58401,927.81,1
APP100639,22,Male,Married,Bachelor,3,Self-Employed,2,135257,590,0,5,234867,24,Home,9.97,Urban,No,0.868,234867,9786.12,0
APP100640,33,Female,Married,High School,0,Self-Employed,4,52601,715,0,5,104297,12,Medical,5.92,Urban,No,1.983,104297,8691.42,0
APP100641,58,Female,Divorced,Master,0,Unemployed,0,15000,642,0,13,136877,120,Personal,9.26,Urban,No,0.913,136877,1140.64,0
APP100642,34,Female,Married,High School,4,Salaried,12,37380,644,0,1,219145,36,Personal,9.16,Urban,No,1.954,219145,6087.36,0
APP100643,21,Male,Single,Bachelor,0,Business,3,72013,634,1,7,211696,60,Business,11.56,Rural,No,0.588,236696,3528.27,1
APP100644,35,Male,Single,Master,0,Salaried,11,35684,797,2,12,187915,36,Home,5.11,Semiurban,Yes,1.755,237915,5219.86,0
APP100645,34,Male,Single,High School,1,Salaried,2,61247,683,0,4,232358,120,Home,7.45,Semiurban,Yes,0.379,232358,1936.32,1
APP100646,21,Female,Married,PhD,1,Salaried,10,126737,695,0,0,182723,60,Business,7.59,Urban,No,0.288,182723,3045.38,1
APP100647,37,Female,Single,Master,1,Self-Employed,7,81857,630,0,16,265802,12,Home,12.06,Urban,No,3.247,265802,22150.17,0
APP100648,35,Female,Married,High School,0,Salaried,0,26243,677,0,11,13137,60,Personal,7.31,Rural,No,0.1,13137,218.95,1
APP100649,46,Male,Married,High School,3,Business,5,67722,601,0,12,145234,36,Auto,11.29,Urban,No,0.715,145234,4034.28,1
APP100650,60,Male,Single,High School,3,Self-Employed,21,39948,707,0,7,141834,60,Home,6.3,Rural,No,0.71,141834,2363.9,0
APP100651,51,Male,Single,High School,1,Salaried,9,38114,588,0,11,132482,120,Home,10.67,Semiurban,No,0.348,132482,1104.02,1
APP100652,34,Male,Married,Master,1,Self-Employed,21,44321,739,1,0,189794,120,Home,7.32,Semiurban,Yes,0.428,214794,1581.62,1
APP100653,24,Male,Divorced,PhD,2,Business,0,157024,621,1,5,167119,24,Business,8.88,Urban,Yes,0.532,192119,6963.29,1
APP100654,68,Female,Single,High School,2,Self-Employed,12,55377,755,3,12,215985,12,Business,7.62,Semiurban,No,3.9,290985,17998.75,0
APP100655,38,Male,Single,Bachelor,1,Salaried,0,87368,832,1,1,55290,60,Home,4.56,Rural,No,0.127,80290,921.5,0
APP100656,38,Male,Divorced,Bachelor,1,Business,7,84347,680,0,6,333376,60,Education,6.78,Urban,No,0.79,333376,5556.27,0
APP100657,37,Male,Single,High School,0,Self-Employed,11,43395,784,2,9,118722,24,Home,6.01,Urban,No,1.368,168722,4946.75,0
APP100658,40,Female,Divorced,High School,0,Salaried,13,15000,740,0,4,172940,60,Home,6.28,Semiurban,No,2.306,172940,2882.33,0
APP100659,36,Male,Single,High School,1,Salaried,3,61266,565,1,8,133500,12,Education,10.96,Semiurban,No,2.179,158500,11125.0,0
APP100660,31,Female,Married,Bachelor,2,Salaried,14,82320,688,0,9,156485,60,Business,7.95,Semiurban,No,0.38,156485,2608.08,1
APP100661,31,Female,Single,Bachelor,2,Business,4,91077,720,0,9,107207,120,Personal,9.16,Semiurban,Yes,0.118,107207,893.39,1
APP100662,37,Male,Divorced,Bachelor,2,Salaried,7,26769,727,1,5,166464,60,Auto,7.14,Semiurban,No,1.244,191464,2774.4,0
APP100663,31,Female,Single,High School,1,Salaried,5,20745,694,0,3,196407,12,Home,8.4,Urban,No,9.468,196407,16367.25,0
APP100664,29,Male,Married,Master,2,Business,1,90328,693,0,9,5000,240,Personal,6.98,Urban,No,0.003,5000,20.83,1
APP100665,39,Male,Single,Bachelor,0,Salaried,17,84130,680,0,9,123716,36,Auto,7.97,Semiurban,No,0.49,123716,3436.56,1
APP100666,34,Female,Single,Master,1,Unemployed,0,15000,690,2,9,120673,36,Auto,7.29,Semiurban,Yes,2.682,170673,3352.03,0
APP100667,56,Female,Married,Bachelor,2,Salaried,14,22666,582,0,8,335685,12,Medical,11.54,Rural,No,14.81,335685,27973.75,0
APP100668,21,Male,Married,Master,1,Salaried,14,91136,661,1,9,218805,24,Education,8.02,Rural,Yes,1.2,243805,9116.88,0
APP100669,51,Male,Divorced,Master,1,Salaried,2,50727,563,2,12,270004,36,Auto,10.09,Urban,No,1.774,320004,7500.11,0
APP100670,52,Male,Married,Bachelor,1,Unemployed,0,15000,640,0,9,194649,60,Education,9.5,Semiurban,No,2.595,194649,3244.15,0
APP100671,21,Male,Married,High School,3,Self-Employed,11,70806,632,2,8,156588,60,Education,8.65,Rural,No,0.442,206588,2609.8,1
APP100672,33,Male,Married,PhD,1,Unemployed,0,15000,627,2,5,179132,60,Medical,10.87,Semiurban,No,2.388,229132,2985.53,0
APP100673,33,Male,Divorced,Bachelor,2,Self-Employed,10,104792,595,4,14,239837,120,Home,12.06,Urban,No,0.229,339837,1998.64,1
APP100674,21,Male,Divorced,Master,4,Salaried,1,77248,701,0,2,290009,240,Education,7.08,Rural,No,0.188,290009,1208.37,1
APP100675,28,Female,Single,Master,2,Salaried,17,106698,654,0,6,174164,36,Personal,9.77,Semiurban,Yes,0.544,174164,4837.89,1
APP100676,24,Male,Married,Bachelor,1,Salaried,12,45346,646,1,5,100165,36,Home,8.24,Urban,Yes,0.736,125165,2782.36,1
APP100677,59,Male,Married,High School,0,Self-Employed,7,44991,567,0,0,223965,60,Home,10.3,Semiurban,No,0.996,223965,3732.75,0
APP100678,49,Male,Single,High School,1,Unemployed,0,15000,656,0,9,81746,60,Auto,9.57,Semiurban,No,1.09,81746,1362.43,0
APP100679,53,Female,Married,PhD,1,Salaried,0,96954,771,0,6,181231,12,Business,6.72,Urban,No,1.869,181231,15102.58,0
APP100680,46,Male,Single,High School,2,Self-Employed,3,23383,772,1,8,204505,60,Medical,6.73,Rural,No,1.749,229505,3408.42,0
APP100681,24,Male,Married,High School,1,Unemployed,0,15000,709,0,7,141353,60,Home,8.92,Rural,No,1.885,141353,2355.88,0
APP100682,31,Male,Single,Bachelor,4,Salaried,21,96291,656,1,11,77614,240,Home,9.97,Urban,Yes,0.04,102614,323.39,1
APP100683,43,Female,Single,Bachelor,0,Business,1,49030,724,0,12,113635,60,Medical,7.57,Semiurban,No,0.464,113635,1893.92,1
APP100684,23,Male,Married,High School,2,Salaried,0,18736,626,1,2,124686,60,Home,8.85,Urban,No,1.331,149686,2078.1,0
APP100685,46,Female,Married,High School,1,Self-Employed,0,24177,656,1,16,65712,60,Home,8.88,Urban,No,0.544,90712,1095.2,1
APP100686,35,Female,Married,Bachelor,1,Salaried,13,126546,620,0,6,119112,12,Business,8.59,Rural,No,0.941,119112,9926.0,1
APP100687,33,Female,Divorced,High School,2,Salaried,4,50134,752,0,10,33842,60,Home,7.75,Urban,No,0.135,33842,564.03,1
APP100688,46,Male,Married,Master,0,Salaried,7,69216,742,0,8,197290,60,Medical,6.97,Urban,No,0.57,197290,3288.17,1
APP100689,43,Male,Single,High School,0,Unemployed,0,15000,677,0,8,176667,24,Auto,7.35,Rural,No,5.889,176667,7361.12,0
APP100690,33,Male,Married,Master,1,Business,7,128097,818,1,10,171255,60,Auto,6.98,Urban,Yes,0.267,196255,2854.25,1
APP100691,51,Female,Married,Master,1,Salaried,9,57185,713,3,14,119128,24,Home,7.73,Semiurban,No,1.042,194128,4963.67,1
APP100692,25,Male,Married,Bachelor,2,Unemployed,0,15000,708,1,11,129836,60,Business,7.09,Rural,Yes,1.731,154836,2163.93,0
APP100693,45,Male,Single,High School,4,Self-Employed,5,47088,699,2,6,83684,36,Medical,9.16,Urban,No,0.592,133684,2324.56,1
APP100694,45,Female,Married,Bachelor,0,Business,7,62821,579,4,7,190413,24,Business,11.68,Urban,No,1.516,290413,7933.88,0
APP100695,34,Male,Single,Bachelor,1,Salaried,9,50076,608,1,5,41372,36,Auto,7.95,Urban,No,0.275,66372,1149.22,1
APP100696,41,Male,Married,High School,2,Salaried,13,48179,675,0,11,156701,36,Business,9.61,Rural,No,1.084,156701,4352.81,0
APP100697,22,Male,Married,Master,4,Self-Employed,3,54711,676,3,10,99304,36,Education,8.64,Semiurban,No,0.605,174304,2758.44,1
APP100698,49,Male,Married,Bachelor,3,Salaried,0,125248,727,1,6,290584,24,Medical,8.43,Semiurban,No,1.16,315584,12107.67,0
APP100699,35,Female,Married,Master,2,Salaried,12,102477,626,3,14,192142,36,Auto,9.41,Urban,No,0.625,267142,5337.28,1
APP100700,31,Male,Single,High School,1,Salaried,13,19773,685,1,13,149964,120,Home,8.68,Rural,No,0.758,174964,1249.7,1
APP100701,50,Male,Married,High School,0,Salaried,9,15000,687,2,17,61518,120,Home,7.96,Semiurban,Yes,0.41,111518,512.65,1
APP100702,29,Male,Married,PhD,1,Salaried,9,68499,690,2,4,40918,60,Home,9.19,Semiurban,No,0.119,90918,681.97,1
APP100703,21,Female,Single,Bachelor,1,Unemployed,0,15000,681,2,7,189664,36,Education,7.71,Semiurban,Yes,4.215,239664,5268.44,0
APP100704,21,Female,Married,Bachelor,2,Salaried,11,72261,567,1,7,293903,60,Home,11.69,Semiurban,No,0.813,318903,4898.38,0
APP100705,45,Male,Married,Bachelor,1,Salaried,13,57228,499,1,21,182716,24,Home,12.2,Urban,No,1.596,207716,7613.17,0
APP100706,22,Female,Married,High School,2,Salaried,8,31474,604,2,8,164023,240,Auto,10.68,Rural,Yes,0.261,214023,683.43,1
APP100707,59,Male,Married,Bachelor,1,Self-Employed,22,44876,637,2,14,165179,60,Auto,8.25,Urban,No,0.736,215179,2752.98,1
APP100708,21,Female,Married,High School,2,Self-Employed,0,41945,585,0,13,158241,24,Auto,10.72,Urban,Yes,1.886,158241,6593.38,0
APP100709,58,Male,Single,Bachelor,0,Business,8,52035,675,1,7,166267,36,Auto,9.03,Urban,No,1.065,191267,4618.53,0
APP100710,40,Female,Married,Bachelor,0,Salaried,0,50028,767,1,8,95187,60,Business,8.51,Urban,No,0.381,120187,1586.45,1
APP100711,36,Male,Divorced,Master,0,Salaried,13,121255,738,0,10,72114,36,Personal,7.94,Urban,No,0.198,72114,2003.17,1
APP100712,31,Male,Married,Bachelor,3,Business,0,61078,717,0,14,158738,36,Home,7.07,Urban,Yes,0.866,158738,4409.39,1
APP100713,42,Male,Single,High School,0,Unemployed,0,15000,758,0,7,269473,60,Personal,6.21,Urban,Yes,3.593,269473,4491.22,0
APP100714,37,Female,Single,Bachelor,2,Self-Employed,4,94902,606,2,5,212162,36,Home,10.64,Rural,No,0.745,262162,5893.39,0
APP100715,51,Male,Single,High School,0,Salaried,9,23106,643,0,12,51326,60,Business,8.6,Rural,No,0.444,51326,855.43,1
APP100716,39,Female,Married,High School,1,Salaried,4,27240,729,1,2,129584,120,Business,6.9,Urban,No,0.476,154584,1079.87,0
APP100717,39,Male,Married,High School,3,Salaried,4,60706,642,2,9,208319,24,Home,8.3,Urban,No,1.716,258319,8679.96,0
APP100718,33,Male,Married,Bachelor,1,Self-Employed,6,44227,646,0,13,271349,24,Business,9.21,Urban,No,3.068,271349,11306.21,0
APP100719,37,Male,Married,High School,0,Salaried,6,40993,828,0,10,293302,120,Personal,5.66,Rural,Yes,0.715,293302,2444.18,1
APP100720,41,Female,Married,Bachelor,0,Salaried,16,110999,687,3,5,133142,24,Personal,7.93,Urban,No,0.6,208142,5547.58,1
